timestamp,x,y,z,speed
1754634313.9265332,0.0,0.0,0.0,0.0
1754634314.0266213,0.02056,0.0007,0.0,0.20553800983061835
1754634314.128729,0.08488,-0.00292,0.0,0.6309195908686376
1754634314.2277164,0.17823,-0.00772,0.0,0.9442957472787561
1754634314.3404875,0.27816,-0.01247,0.0,0.8871323075332672
1754634314.437466,0.36253,-0.01627,0.0,0.8708692808044899
1754634314.547704,0.4307,-0.01893,0.0,0.6188594714763774
1754634314.64421,0.50037,-0.02274,0.0,0.7230018227374273
1754634314.7471132,0.5834,-0.0265,0.0,0.8077022902259307
1754634314.8456774,0.67158,-0.03002,0.0,0.895358303850847
1754634314.94612,0.75208,-0.03274,0.0,0.801909759881821
1754634315.0671349,0.82538,-0.03656,0.0,0.6065328463875999
1754634315.1634674,0.90183,-0.03985,0.0,0.7943396000216635
1754634315.256114,0.9841,-0.04344,0.0,0.8888431077507576
1754634315.3651476,1.06105,-0.04728,0.0,0.7066240514445457
1754634315.4578495,1.11839,-0.05002,0.0,0.6192475119651062
1754634315.5572677,1.15287,-0.05143,0.0,0.3471077775774061
1754634315.6544213,1.16928,-0.05205,0.0,0.16902819285726403
1754634315.7601912,1.16864,-0.05194,0.0,0.006139596346651927
1754634315.866095,1.17138,-0.05223,0.0,0.026017029731739645
1754634315.9679615,1.19226,-0.05366,0.0,0.2054543346194383
1754634316.0878978,1.22134,-0.05499,0.0,0.2427156416381624
1754634316.1901464,1.2405,-0.05449,0.0,0.1874500973674997
1754634316.2856348,1.23622,-0.0343,0.0,0.2161381346075236
1754634316.3881843,1.23506,0.02895,0.0,0.6168787133645162
1754634316.4891894,1.24374,0.17252,0.0,1.4240091042996827
1754634316.587185,1.24931,0.26301,0.0,0.9251572469086214
1754634316.6884513,1.25406,0.34285,0.0,0.7898097093228237
1754634316.780019,1.25758,0.41653,0.0,0.8055677984225406
1754634316.8752446,1.26147,0.49267,0.0,0.8006179790688263
1754634317.0052416,1.2651,0.57467,0.0,0.6314014796917803
1754634317.1029732,1.26791,0.65672,0.0,0.8400365049082578
1754634317.2009447,1.27055,0.73627,0.0,0.8124183422716179
1754634317.301497,1.27471,0.81134,0.0,0.747721926021033
1754634317.4015949,1.27872,0.8845,0.0,0.7319815729142926
1754634317.4998999,1.28225,0.95666,0.0,0.7349198936999587
1754634317.5998628,1.2849,1.01293,0.0,0.5635324449130548
1754634317.7070167,1.28753,1.04714,0.0,0.32020251406071976
1754634317.8087187,1.28964,1.06661,0.0,0.19256261833195085
1754634317.9079747,1.29065,1.08362,0.0,0.17167679819983084
1754634318.008993,1.29208,1.10706,0.0,0.23246881853828258
1754634318.1100209,1.29359,1.13501,0.0,0.2770595155335421
1754634318.208772,1.29526,1.15795,0.0,0.23291602764283936
1754634318.306029,1.29569,1.17097,0.0,0.13394491181966203
1754634318.4053075,1.29548,1.17495,0.0,0.04014502996234018
